1.179.112.0,1.179.127.255,4096,25/06/10,Sendinblue SAS
2.0.0.0,2.15.255.255,1048576,12/07/10,Orange S.A.
5.39.0.0,5.39.127.255,32768,15/05/12,OVH SAS
5.48.0.0,5.51.255.255,262144,22/05/12,Bouygues Telecom SA
5.135.0.0,5.135.255.255,65536,06/07/12,OVH SAS
5.149.176.0,5.149.191.255,4096,17/07/12,Flow Line Technologies SAS
5.158.240.0,5.158.255.255,4096,27/07/12,NordNet SA
5.196.0.0,5.196.255.255,65536,23/08/12,OVH SAS
5.198.192.0,5.198.223.255,8192,10/09/12,HOPUS SAS
23.90.192.0,23.90.255.255,16384,21/08/13,UNYC SAS
24.230.0.0,24.230.31.255,8192,09/10/97,
31.29.96.0,31.29.127.255,8192,10/03/11,HEXANET SAS
31.32.0.0,31.39.255.255,524288,01/02/11,Bouygues Telecom SA
31.44.208.0,31.44.223.255,4096,07/03/11,DOCAPOST BPO SAS
31.216.16.0,31.216.31.255,4096,09/05/11,Les Nouveaux Constructeurs SA
31.217.128.0,31.217.159.255,8192,11/08/11,BSO Network Solutions SAS
37.1.240.0,37.1.255.255,4096,13/12/11,Alsatis SAS
37.8.160.0,37.8.191.255,8192,14/12/11,Free Mobile SAS
37.18.160.0,37.18.175.255,4096,20/12/11,ADISTA SAS
37.19.128.0,37.19.191.255,16384,21/12/11,SIPARTECH SAS
37.58.128.0,37.58.255.255,32768,17/01/12,ADISTA SAS
37.59.0.0,37.59.255.255,65536,16/01/12,OVH SAS
37.60.48.0,37.60.63.255,4096,18/01/12,JRCG INVEST SARL
37.64.0.0,37.71.255.255,524288,17/01/12,Societe Francaise Du Radiotelephone - SFR SA
37.72.192.0,37.72.255.255,16384,27/01/12,NordNet SA
37.77.32.0,37.77.47.255,4096,01/02/12,HOPUS SAS
37.97.64.0,37.97.95.255,8192,02/02/12,SEWAN SAS
37.97.96.0,37.97.111.255,4096,02/02/12,SEWAN SAS
37.160.0.0,37.175.255.255,1048576,08/03/12,Free Mobile SAS
37.187.0.0,37.187.255.255,65536,20/03/12,OVH SAS
37.220.48.0,37.220.63.255,4096,03/04/12,NordNet SA
46.20.160.0,46.20.175.255,4096,04/10/10,ADISTA SAS
46.21.112.0,46.21.127.255,4096,04/11/10,Les Nouveaux Constructeurs SA
46.21.128.0,46.21.143.255,4096,04/11/10,Nomotech SAS
46.21.192.0,46.21.207.255,4096,11/11/10,CTS Computers and Telecommunications Systems SAS
46.22.80.0,46.22.95.255,4096,25/11/10,Alsatis SAS
46.22.192.0,46.22.207.255,4096,30/11/10,Free Pro SAS
46.23.240.0,46.23.255.255,4096,13/12/10,Sierra Wireless France SAS
46.33.160.0,46.33.191.255,8192,10/09/10,Index Education SAS
46.35.0.0,46.35.31.255,8192,07/10/10,Societe Francaise Du Radiotelephone - SFR SA
46.105.0.0,46.105.255.255,65536,29/11/10,OVH SAS
46.162.128.0,46.162.191.255,16384,29/11/10,NordNet SA
46.165.64.0,46.165.127.255,16384,13/12/10,Societe Francaise Du Radiotelephone - SFR SA
46.192.0.0,46.193.255.255,131072,09/12/10,Wifirst S.A.S.
46.218.0.0,46.218.255.255,65536,18/01/11,Completel SAS
46.247.160.0,46.247.191.255,8192,03/02/11,Destiny France Partenaires SAS
46.247.224.0,46.247.255.255,8192,03/02/11,Linkt SAS
46.252.176.0,46.252.191.255,4096,22/12/10,SQUARK SARL
51.15.0.0,51.15.255.255,65536,01/09/93,
51.38.0.0,51.38.255.255,65536,01/09/93,
51.68.0.0,51.68.255.255,65536,01/09/93,
51.75.0.0,51.75.255.255,65536,01/09/93,
51.77.0.0,51.77.255.255,65536,01/09/93,
51.83.0.0,51.83.255.255,65536,01/09/93,
51.89.0.0,51.89.255.255,65536,01/09/93,
51.91.0.0,51.91.255.255,65536,01/09/93,
51.158.0.0,51.159.255.255,131072,01/09/93,
51.178.0.0,51.178.255.255,65536,01/09/93,
51.195.0.0,51.195.255.255,65536,01/09/93,
51.210.0.0,51.210.255.255,65536,01/09/93,
51.254.0.0,51.255.255.255,131072,01/09/93,
54.36.0.0,54.38.255.255,196608,17/03/92,
57.128.0.0,57.131.255.255,262144,21/06/93,
62.4.0.0,62.4.31.255,8192,13/05/97,SCALEWAY S.A.S.
62.8.0.0,62.8.31.255,8192,02/05/97,Societe Francaise Du Radiotelephone - SFR SA
62.34.0.0,62.35.255.255,131072,09/10/02,Bouygues Telecom SA
62.39.0.0,62.39.255.255,65536,07/06/01,Societe Francaise Du Radiotelephone - SFR SA
62.62.128.0,62.62.255.255,32768,27/04/01,Societe Francaise Du Radiotelephone - SFR SA
62.64.32.0,62.64.63.255,8192,19/08/08,NordNet SA
62.73.0.0,62.73.31.255,8192,06/07/00,Axinet Communication sarl
62.85.128.0,62.85.159.255,8192,22/10/08,Societe Francaise Du Radiotelephone - SFR SA
62.100.128.0,62.100.159.255,8192,04/03/08,CTS Computers and Telecommunications Systems SAS
62.102.224.0,62.102.255.255,8192,10/03/11,ADISTA SAS
62.106.128.0,62.106.255.255,32768,07/02/01,Societe Francaise Du Radiotelephone - SFR SA
62.129.0.0,62.129.31.255,8192,14/04/09,SIPARTECH SAS
62.129.160.0,62.129.191.255,8192,05/03/02,Societe Francaise Du Radiotelephone - SFR SA
62.147.0.0,62.147.255.255,65536,13/09/01,Free SAS
62.160.0.0,62.160.255.255,65536,01/05/97,Orange S.A.
62.161.0.0,62.161.255.255,65536,29/07/98,Orange S.A.
62.193.32.0,62.193.63.255,8192,28/04/03,CELESTE SAS
62.193.192.0,62.193.255.255,16384,20/01/03,AMEN SAS
62.201.128.0,62.201.159.255,8192,30/08/00,Bouygues Telecom SA
62.210.0.0,62.210.255.255,65536,26/10/00,SCALEWAY S.A.S.
62.212.96.0,62.212.127.255,8192,03/10/01,Keyyo SA
62.213.160.0,62.213.191.255,8192,05/04/02,PARITEL OPERATEUR SAS
62.217.0.0,62.217.31.255,8192,18/07/00,GTT Communications France SAS
62.240.224.0,62.240.255.255,8192,27/05/03,Claranet SAS
62.241.64.0,62.241.127.255,16384,17/03/03,Societe Francaise Du Radiotelephone - SFR SA
64.126.192.0,64.126.255.255,16384,26/09/18,Cegedim.Cloud SASU
